delta_US,delta_EU,delta_CN,delta_RoW,cost_US,cost_EU,cost_CN,cost_RoW,pressure_US,pressure_EU,pressure_CN,pressure_RoW,lam_US,lam_EU,lam_CN,lam_RoW,theta,gamma,eta,kappa,success_rate,mean_W,mean_coord_time,fm_US,fm_EU,fm_CN,fm_RoW
0.7930756855546387,0.7802801383943267,0.7018751738809388,0.6278100299359869,1.1762919729558519,0.6922725304931274,1.0487468975438734,0.4616175511463258,2.0760545204524465,0.7156577875847365,0.6331620230055917,2.069373261259793,2.674032281716739,2.0955698669381357,2.85592977002172,3.391559958049518,0.6656313786417114,0.2902138144323237,9.426838794413298,0.06278223496143846,1.0,1.0,3.175,0.155,0.955,0.0,0.005
0.8219680886560252,0.7557840692523561,0.7872855609132502,0.7470724884881644,1.0695833111442923,0.5928422240296275,0.8292296431435078,0.8925071501860795,1.306132923563298,0.9648774473269712,2.184497575141042,2.608416094996994,3.2615212246501946,4.512432456629516,3.0330178655948803,0.8855719389569954,0.9093381578034456,0.14821620902781243,13.924813869719854,0.0958861533448363,1.0,1.0,1.955,0.92,0.965,0.305,0.22
0.7420129520665093,0.8272537502568039,0.7174583336702476,0.5842831739954295,1.2133270758417716,0.635593177630372,1.3259566300065404,0.5808946750865935,2.1679427084900325,1.035786979649758,1.7794205968692058,2.749139141120955,4.710218576246615,2.355194187703115,4.10034362733308,2.485196303254764,0.7874726770624448,0.1523812636491813,10.35367180951065,0.05969994562261079,1.0,1.0,2.64,0.73,0.505,0.0,0.0
0.8189527603497113,0.8165761785284362,0.715216303316935,0.7595360830667051,0.7010333038276879,0.9507806942535623,0.7131683486524651,0.7672735285749992,0.8933429467556849,2.1038179181388434,1.2828006864024009,1.6686167486894499,2.0503520168306384,2.086615300000891,3.260880534676569,4.8135263065020935,0.735350241372291,0.19435053755325893,10.81095747918849,0.10854495803092827,1.0,1.0,1.86,0.79,0.515,0.535,0.0
0.8279064179702738,0.8763641556498653,0.7750634883504245,0.5889164180841533,1.2647000841398381,0.7137094472566092,0.5257844023025666,0.6641238598533361,1.8762052053312284,1.3623159700936163,2.3877717431191567,1.810659960393631,1.9234208812417362,1.0333687368437383,4.26576548059377,0.938904639485089,0.9101578683457683,0.2692288528812136,16.534648597711495,0.19231512258604383,1.0,1.0,2.07,0.06,0.37,1.0,0.01
0.8588225452168705,0.8108426884754689,0.8670528990069687,0.6459523732511582,0.5510851637803424,0.5180410607635595,1.2377214993831989,1.0220751821607656,2.734265067648128,1.715837498019273,2.424692714124263,2.901219916081817,4.991247791964439,0.44894643908412224,4.9082873048233235,2.66549084584615,0.7323544835368457,0.3893980505872573,18.95533693211214,0.17456129282842803,1.0,1.0,1.97,0.22,0.4,0.98,0.0
0.7921089522684182,0.8472772190697595,0.8057001552371537,0.7548928167427498,1.0502679260986976,0.42226828108581677,0.43478184485544485,0.8029135492582404,0.2920477083045423,0.37565521397528234,0.7924779901969061,0.32717241259570373,2.6900118221511313,4.142442622892763,4.902809101519771,3.7234026344720736,0.7791775958157269,0.32281583207518594,15.14682375378981,0.1267391458234342,1.0,1.0,1.09,0.91,1.0,1.0,0.0
0.7361575938280073,0.75908020349606,0.7368300804107467,0.583796072775953,0.7595620912228105,1.1170630624590296,0.9574212111551265,1.3181798358250116,2.891196976730035,1.0683094338977859,2.482429913540936,2.2267704553964243,4.022837174032825,4.382774604928742,3.5940516202810997,3.74559936638187,0.6375368648876173,0.29198113522347935,14.23460404931014,0.028262800412492114,1.0,0.8343971780928294,1.975,0.99,0.02,0.035,0.0
0.758858860394193,0.8834806127780391,0.8120639946075723,0.5856690801545686,1.235589175701144,1.0177420725311772,0.47225349248476456,0.40136746091563624,1.4140084885680133,1.9544968825588596,2.6377116684356925,0.6053789452688667,4.152832103727057,1.0897133736922964,1.7767094995054724,0.6059522143151141,0.7324769716338335,0.16877025866455903,18.208065312251584,0.1603692002127719,1.0,0.9958599294523208,1.605,0.575,0.68,0.97,0.245
0.7867812241086332,0.8341389849901049,0.7120092589772565,0.7628405308494778,1.5935849167103382,0.9798458237739829,1.5576317770280999,0.6749177026263824,0.3359802679853754,2.8256603700487446,0.4009971502251726,0.7138788277815864,0.17369810464957142,3.806444962531422,1.2492502715512968,1.3288967523589712,0.6580474071565637,0.11568470581045488,20.425561441227664,0.12515120799709858,0.025,0.5402859527075214,3.6,0.185,0.0,0.0,0.005
0.7708717691492473,0.8184149517305841,0.875340254727705,0.5938300099318606,0.5605983681670288,1.1909063123490498,0.5632367421519963,0.6948280514147582,1.71886719259486,1.3372489767499762,1.7910212107183785,1.2661245781248003,2.2421042661474124,2.679463635127006,2.2668372294935275,2.5437375963580546,0.7059114770033138,0.18823524365898225,15.592731261278427,0.02300459477314943,1.0,0.8550975308312256,1.21,0.975,0.81,1.0,0.0
0.6838595419134419,0.8536011038248645,0.6908153201349891,0.7044537607258056,1.5467501095855334,0.6492867062642688,0.8233577408730518,1.171076292982748,1.8842076443026088,0.8007063846241523,1.8178403496578586,1.1273817502031354,2.083066220912104,3.2369176104633834,0.3383566498588825,3.214915435023922,0.9100527959689783,0.10625460110580842,10.390971033862723,0.14424433563731812,0.85,0.8894235035225307,4.817647058823529,0.0,0.505,0.19,0.0
0.6725197239307171,0.830272772572321,0.7766772150627146,0.6725483511269158,1.5460374833304908,1.115726571942802,0.6955234067761915,0.44668084402719155,0.6475140117125225,2.074926638206014,1.3989406888729299,2.0498085095545973,3.64569694145211,4.510111018560888,3.3604246266782596,1.8560471154885245,0.7418794797325089,0.35684323479815017,8.960028494961364,0.1729615308562339,0.175,0.7678013776260231,3.5428571428571427,0.0,0.02,0.01,0.935
0.744416850426102,0.8451643067700555,0.7758787469646223,0.6991089543409913,0.4316521603558716,0.9808612613760229,1.561773375508598,0.5066577645209929,2.722235026094017,2.4558143218237842,0.3291828508337183,2.061846215282824,2.835026676659092,3.960860312994065,2.5381421757369313,0.5148987167077058,0.6346531643680368,0.2540741551586432,12.668403692999838,0.17170551277624352,0.895,0.9611648517711463,2.653631284916201,0.985,1.0,0.0,0.8
0.7744297950840859,0.8549831990849304,0.7003693862506242,0.6683017522020733,1.094726251916033,1.1781587749282374,0.4198134327805973,0.4699794570459672,2.3520315625917703,0.5261149609400919,1.9276024476884115,2.630775780137343,4.963826632545581,3.7014549214359267,2.2330481191186964,1.7428383726737708,0.7597225301506897,0.13433791072958884,19.969834693303113,0.1910500850905155,1.0,1.0,1.63,0.92,0.315,0.915,0.18
0.7584867390789398,0.8476443493813021,0.7651097758418728,0.580439254890531,1.2163911417137308,1.5905876874831537,0.5936050325280595,1.3130242980337963,1.3229697351259369,0.932267888301324,0.8556466999492924,1.5103575746456275,3.2311796630463148,4.644216552147618,4.4984886078379915,3.564870159133265,0.6967497164363342,0.13057361067970535,20.093802297325404,0.026769441562198105,1.0,0.8343971780928294,2.005,0.035,0.005,1.0,0.0
0.7020464622295611,0.8486614979905286,0.7236024391332575,0.7679176068180509,0.9034175935744041,1.1202849091791915,0.6046485392338432,1.3867164631160773,2.4482846401917184,2.101277095828792,1.8215597287936756,0.6681891175501806,3.6356114736506604,4.125161617898393,1.457252835727544,3.1660079283034324,0.6570421812084226,0.10853540261852236,14.525030022263044,0.1736486440609191,1.0,0.8343971780928294,1.26,0.82,0.925,0.97,0.0
0.6622159858017594,0.8840169624144194,0.7156819987797503,0.7722836054037631,0.6722953200105384,0.8415979130448644,0.6831560086493643,1.2826475055683646,0.697494056339188,2.8036919177458364,0.7180004155541868,0.2956580462045304,4.696463057233761,3.6885912136274173,1.6120388484517345,2.3459316234109364,0.7481440970405071,0.4152445071406702,15.845677586542376,0.043775307889826635,1.0,0.8343971780928294,2.955,0.015,0.375,0.085,0.0
0.8062633087849437,0.8008234108629493,0.8180272444239697,0.6278331732127567,0.9668761314840032,0.6359395417886541,0.5277117769604973,0.8190625797312471,1.960113035549577,1.1259263614812243,0.9305029358798836,2.4439328233698805,1.330125555707086,4.844694420430248,2.9010809199829963,3.588393304754917,0.867210248609083,0.2548805357719771,18.61104001447375,0.08956097927739322,1.0,1.0,2.035,0.165,0.04,1.0,0.0
0.8556643824024329,0.8988914360101685,0.796820016592893,0.5763375847901582,1.3167875931422812,1.269411360632546,0.7776637304571874,0.7448731672305002,2.665924054908884,0.6130191938970292,2.90900695318099,2.7864289066995274,2.807654735081005,0.3060924644770927,0.27292256811818594,1.4401628816970216,0.7040201980672905,0.36909691575269865,21.58819850022649,0.1334831315725984,1.0,1.0,2.375,0.33,0.33,0.475,0.005
