param,estimate,se_sandwich,ci95_lo_sand,ci95_hi_sand,boot_n,boot_mean,boot_sd,ci95_lo_boot,ci95_hi_boot
α_c,3.236403781903048,11.93876110085203,-20.16356797576693,26.636375539573024,5,3.830220581758907,1.515478613976566,1.9342257952043471,5.771742098497556
α_d,0.8925244111754491,4.30084181561346,-7.537125547426932,9.32217436977783,5,0.6524331752011232,0.38269701728599637,0.14035253365166755,1.0216357636397242
α_p,0.10000002225506698,22.33510121194956,-43.67679835316607,43.876798397676204,5,1.6494637590956127,3.4647058037564173,0.10000001530070304,7.072586187418116
α_b,1.246670019614454,3.652463782709828,-5.912158994496809,8.405499033725718,5,1.830989732635059,1.1003203453043073,0.6137289713527535,3.3848890452486406
