counterfactual,lam_US,lam_CN,fm_CN,fm_US,success_rate
CF3: Patience-only swap,1.3296000280932079,1.0907103273552092,0.095,0.27,0.69
CF3: Patience-only swap,2.2195782663131522,1.9316645633120282,0.035,0.185,0.705
CF3: Patience-only swap,2.4238928899556047,2.042289346282685,0.015,0.24,0.7
CF3: Patience-only swap,1.1987961943435492,2.7777657926164316,0.01,0.26,0.775
CF3: Patience-only swap,1.932341152980455,2.2957763148453068,0.015,0.22,0.665
CF3: Patience-only swap,2.1809367061562046,2.4244853694948127,0.02,0.245,0.715
CF3: Patience-only swap,2.381014737497502,1.5257597274463137,0.05,0.22,0.68
CF3: Patience-only swap,0.594814970879116,1.7124375281540656,0.015,0.215,0.685
CF3: Patience-only swap,2.738370962154152,0.8613773816704045,0.09,0.095,0.68
CF3: Patience-only swap,2.455031003533878,2.138414706313866,0.015,0.19,0.72
CF3: Patience-only swap,2.264208094715766,1.045261827573833,0.105,0.155,0.725
CF3: Patience-only swap,0.6883258693225337,1.1694553503532406,0.03,0.285,0.775
CF3: Patience-only swap,2.0580827761940714,1.4714541169581574,0.07,0.185,0.645
CF3: Patience-only swap,1.1369917794547733,1.4926512763891635,0.04,0.23,0.7
CF3: Patience-only swap,2.319726055827276,1.13879315475881,0.09,0.135,0.67
CF3: Patience-only swap,1.8617933268011717,1.5159697209104577,0.055,0.22,0.75
CF3: Patience-only swap,2.982675266356988,2.634644124307499,0.005,0.195,0.685
CF3: Patience-only swap,2.306269289520453,1.8765567159398437,0.025,0.155,0.63
CF3: Patience-only swap,1.4956590645582162,2.1945025991367535,0.005,0.21,0.66
CF3: Patience-only swap,2.6054226488055447,0.8499786575073758,0.11,0.115,0.715
CF3: Patience-only swap,0.5997419247061415,1.6490455371106174,0.04,0.2,0.715
CF3: Patience-only swap,1.1742728705359138,2.712894084997964,0.005,0.21,0.675
CF3: Patience-only swap,1.1595825208420343,2.782743607805604,0.0,0.275,0.64
CF3: Patience-only swap,1.7526207999014702,2.5875042662122927,0.0,0.255,0.75
CF3: Patience-only swap,1.6328561506755188,2.290373293593004,0.01,0.19,0.7
CF3: Patience-only swap,2.9448981497253333,0.9151894121620612,0.155,0.12,0.7
CF3: Patience-only swap,1.1450199869784357,1.7890511439228094,0.015,0.255,0.745
CF3: Patience-only swap,1.4462868612557434,2.503826699929238,0.015,0.265,0.695
CF3: Patience-only swap,2.808591174715515,1.931566496525577,0.025,0.155,0.635
CF3: Patience-only swap,0.8317690148490273,1.4413438207787213,0.055,0.245,0.74
CF3: Patience-only swap,1.2636363120876124,2.1123872975808067,0.01,0.235,0.74
CF3: Patience-only swap,1.1349853432138088,0.7125850689645146,0.135,0.145,0.835
CF3: Patience-only swap,1.7762648304694724,1.199651118694976,0.09,0.165,0.67
CF3: Patience-only swap,1.743219782447018,1.3645050818676436,0.05,0.18,0.745
CF3: Patience-only swap,2.412790843835147,1.1461935848319866,0.145,0.15,0.675
CF3: Patience-only swap,2.327047456173486,0.7874489050155604,0.165,0.085,0.765
CF3: Patience-only swap,2.451146419558296,2.9930316947142677,0.005,0.205,0.7
CF3: Patience-only swap,1.2037401579625122,2.999218272759766,0.005,0.235,0.715
CF3: Patience-only swap,2.0548409915870973,1.925490082626054,0.045,0.195,0.675
CF3: Patience-only swap,1.1390464709672927,2.175418995689175,0.005,0.25,0.68
CF3: Patience-only swap,1.6163769497310694,1.9836355168316395,0.02,0.225,0.725
CF3: Patience-only swap,1.698658534737931,2.4552959719790377,0.0,0.23,0.695
CF3: Patience-only swap,1.8175449673322859,1.3330827843861763,0.08,0.185,0.66
CF3: Patience-only swap,1.2959787831500476,1.90115236719903,0.01,0.22,0.675
CF3: Patience-only swap,2.9179564844198005,0.7537933216849617,0.13,0.105,0.735
CF3: Patience-only swap,0.5524434389201409,1.6249163737121686,0.05,0.205,0.715
CF3: Patience-only swap,0.9519938524006564,2.769014318140136,0.0,0.235,0.71
CF3: Patience-only swap,1.919941100218694,2.549181074534018,0.005,0.22,0.69
CF3: Patience-only swap,2.543751653474076,0.5284993663771129,0.23,0.125,0.78
CF3: Patience-only swap,2.7000630575952504,1.5636955368606025,0.06,0.16,0.715
CF3: Patience-only swap,1.0662504219148556,2.6697429452729504,0.0,0.22,0.755
CF3: Patience-only swap,2.5847949987513297,2.681026842737376,0.01,0.18,0.765
CF3: Patience-only swap,2.714296261000747,2.8958971998835428,0.02,0.175,0.72
CF3: Patience-only swap,1.1386530039522502,1.1056312295958632,0.07,0.175,0.705
CF3: Patience-only swap,0.6427795836314255,2.3743990024441466,0.005,0.265,0.72
CF3: Patience-only swap,1.4359988202127498,2.1748372914194225,0.025,0.245,0.66
CF3: Patience-only swap,2.5057289283750155,1.1389131594238733,0.085,0.145,0.69
CF3: Patience-only swap,2.9824170826021774,1.9959727700233374,0.025,0.19,0.66
CF3: Patience-only swap,2.7274098029977867,1.7870276440827415,0.025,0.255,0.7
CF3: Patience-only swap,2.7772096181346333,1.720268880634211,0.045,0.135,0.685
CF3: Patience-only swap,2.523825482391288,1.4434114431796403,0.065,0.12,0.605
CF3: Patience-only swap,0.5008412984724291,2.3130136434345054,0.005,0.19,0.62
CF3: Patience-only swap,0.7861655617930253,2.862748012663019,0.0,0.25,0.725
CF3: Patience-only swap,1.9154731333628046,1.4019311555799856,0.06,0.19,0.7
CF3: Patience-only swap,2.4281245719065265,2.8803010483842097,0.0,0.25,0.72
CF3: Patience-only swap,1.5176183310938351,2.250507582280294,0.02,0.24,0.745
CF3: Patience-only swap,1.5646719638917799,0.8065109856246409,0.125,0.13,0.775
CF3: Patience-only swap,0.9236492424380836,2.6286545387949456,0.005,0.26,0.775
CF3: Patience-only swap,1.6439826873064534,1.37323588516584,0.05,0.195,0.685
CF3: Patience-only swap,1.3072089911301303,1.3682536399002,0.04,0.245,0.695
CF3: Patience-only swap,1.2342543208916408,2.4772578629278676,0.02,0.26,0.735
CF3: Patience-only swap,2.259711078274078,1.989882039615515,0.03,0.235,0.695
CF3: Patience-only swap,2.481751232962611,0.7788065781138943,0.13,0.15,0.735
CF3: Patience-only swap,2.595125812639043,1.1080244976557188,0.105,0.125,0.69
CF3: Patience-only swap,0.7837995527550798,1.8064311666204829,0.02,0.245,0.705
CF3: Patience-only swap,1.407686548088654,2.281684379168635,0.01,0.225,0.71
CF3: Patience-only swap,2.386637739533135,2.611086283297772,0.0,0.195,0.74
CF3: Patience-only swap,0.9510028436100024,2.145468914737699,0.005,0.25,0.7
CF3: Patience-only swap,1.3540337654449806,2.174243726179894,0.01,0.245,0.665
CF3: Patience-only swap,2.3239875437145665,2.5554150574860657,0.0,0.21,0.7
CF3: Patience-only swap,1.5862218022970271,1.7525835081614478,0.005,0.24,0.71
CF3: Patience-only swap,1.921378495345596,1.8497726041387477,0.035,0.22,0.685
CF3: Patience-only swap,2.5277577322469105,1.3442950589788838,0.075,0.16,0.67
CF3: Patience-only swap,2.6210756051886723,0.8865818996145212,0.145,0.12,0.705
CF3: Patience-only swap,2.300711027113452,2.320469263914611,0.02,0.21,0.695
CF3: Patience-only swap,1.9860880042372595,1.1483398881797362,0.13,0.15,0.7
CF3: Patience-only swap,2.0216951204131046,1.031051507113951,0.13,0.14,0.66
CF3: Patience-only swap,0.625374070659347,2.4124679313499304,0.005,0.265,0.715
CF3: Patience-only swap,1.5251470109856293,1.0990225763008326,0.05,0.185,0.74
CF3: Patience-only swap,2.294338687405017,1.414732843274462,0.075,0.18,0.71
CF3: Patience-only swap,1.9297585859303241,1.277659135763153,0.03,0.18,0.685
CF3: Patience-only swap,0.8484900095656351,1.0390057755296689,0.07,0.19,0.75
CF3: Patience-only swap,1.206653434603687,1.7664516659853298,0.03,0.225,0.72
CF3: Patience-only swap,2.126410658956954,2.9148885136885436,0.0,0.25,0.705
CF3: Patience-only swap,1.9799419753941547,2.91560872829366,0.0,0.24,0.725
CF3: Patience-only swap,0.9176691268903252,0.7096182202540795,0.105,0.205,0.735
CF3: Patience-only swap,0.7503841129372462,1.5049619971311898,0.025,0.205,0.675
CF3: Patience-only swap,1.4371535392040617,2.4804324087744805,0.005,0.245,0.76
CF3: Patience-only swap,0.5763669983142647,1.9824417741494607,0.005,0.255,0.675
CF3: Patience-only swap,2.934886083258789,1.3637013766674522,0.075,0.165,0.68
CF3: Patience-only swap,1.8159667867926095,2.054362662091299,0.02,0.205,0.655
CF3: Patience-only swap,2.0365814727085008,1.8580221689231273,0.035,0.2,0.685
CF3: Patience-only swap,1.5351569691993996,1.4825763862197403,0.025,0.225,0.745
CF3: Patience-only swap,0.816631084472718,2.489617366210927,0.01,0.225,0.69
CF3: Patience-only swap,2.7941113802644213,0.9112344122347172,0.19,0.085,0.67
CF3: Patience-only swap,0.8871555916404718,2.984946632999888,0.005,0.235,0.715
CF3: Patience-only swap,0.5135412414036401,2.6023982488702146,0.0,0.235,0.71
CF3: Patience-only swap,2.8961727364850423,2.3578370460210967,0.03,0.18,0.735
CF3: Patience-only swap,1.1390938300619373,2.4384495773133756,0.015,0.205,0.725
CF3: Patience-only swap,2.0353195317813753,2.3090190062781835,0.015,0.205,0.66
CF3: Patience-only swap,1.720086494930057,1.254544432439661,0.07,0.19,0.73
CF3: Patience-only swap,2.830089363298647,1.9043566694711016,0.05,0.175,0.715
CF3: Patience-only swap,1.3560159160877938,0.9620584804790823,0.115,0.17,0.705
CF3: Patience-only swap,2.1903227958579023,0.7816854998919976,0.145,0.14,0.775
CF3: Patience-only swap,1.9660482496442198,1.8125202623697794,0.03,0.21,0.715
CF3: Patience-only swap,2.9304870968684673,2.5563124958569023,0.005,0.205,0.675
CF3: Patience-only swap,1.3254385260651633,1.6745233222956912,0.04,0.21,0.675
CF3: Patience-only swap,2.958130617190498,2.575957850152366,0.005,0.19,0.69
CF3: Patience-only swap,0.7282425687104889,2.2868472944634135,0.01,0.305,0.765
CF3: Patience-only swap,2.4461532423688084,2.992658796005023,0.005,0.16,0.695
CF3: Patience-only swap,2.5384782577604947,2.840839011748397,0.01,0.21,0.67
CF3: Patience-only swap,2.9034513066398904,0.8618791411144937,0.135,0.1,0.685
CF3: Patience-only swap,2.816124840550466,0.5795089358474382,0.17,0.09,0.7
CF3: Patience-only swap,2.1961340372677762,2.6252341139449937,0.01,0.235,0.68
CF3: Patience-only swap,1.4954763102683124,2.6418306086326533,0.005,0.29,0.67
CF3: Patience-only swap,2.1742269459708146,2.1302396227363545,0.03,0.24,0.685
CF3: Patience-only swap,1.9782987842851993,0.8681203368310709,0.105,0.17,0.695
CF3: Patience-only swap,2.9389937394420085,2.2174332929494893,0.025,0.155,0.71
CF3: Patience-only swap,2.6442538026771683,1.3432520167925706,0.08,0.21,0.77
CF3: Patience-only swap,0.8602140321257324,2.213487441322627,0.005,0.27,0.715
CF3: Patience-only swap,1.0355902285205103,2.3792336097511106,0.005,0.27,0.735
CF3: Patience-only swap,2.0449366082530456,2.7601442284536954,0.005,0.255,0.75
CF3: Patience-only swap,2.6958180183042995,1.3573560182496929,0.08,0.135,0.695
CF3: Patience-only swap,1.1225910818682547,0.5729362641507214,0.165,0.185,0.82
CF3: Patience-only swap,1.8333236195686813,0.533588710674274,0.17,0.15,0.705
CF3: Patience-only swap,1.737862302314676,1.3527031607834172,0.06,0.245,0.685
CF3: Patience-only swap,1.3195102756052275,2.6739974090584337,0.01,0.235,0.705
CF3: Patience-only swap,2.3845418745836238,2.1660335458929856,0.02,0.185,0.66
CF3: Patience-only swap,1.5981207369020327,1.931043459392955,0.015,0.21,0.735
CF3: Patience-only swap,2.014946746147592,1.264968308235815,0.095,0.17,0.73
CF3: Patience-only swap,2.526188592183885,0.7748034970702997,0.165,0.135,0.755
CF3: Patience-only swap,0.7380194243760475,0.5979971492220311,0.125,0.21,0.805
CF3: Patience-only swap,2.7865332283868818,1.233207393265899,0.085,0.13,0.645
CF3: Patience-only swap,0.6927553544271854,2.0621275553227676,0.015,0.25,0.665
CF3: Patience-only swap,2.1039167298532755,1.0226743202046016,0.08,0.145,0.7
CF3: Patience-only swap,2.9372521263680333,1.0793964739828625,0.115,0.095,0.695
CF3: Patience-only swap,1.5556133057573098,1.919257330308064,0.02,0.235,0.72
CF3: Patience-only swap,2.185582903706779,1.493029044215419,0.075,0.195,0.695
CF3: Patience-only swap,0.9774020655354207,1.572831360338124,0.035,0.23,0.715
CF3: Patience-only swap,1.6326684432405116,2.2124393523602626,0.005,0.19,0.66
CF3: Patience-only swap,2.8566050567898236,2.891768619941544,0.015,0.18,0.745
CF3: Patience-only swap,2.9085010582852524,1.6562073476487866,0.045,0.14,0.66
CF3: Patience-only swap,1.0268194418332282,1.8445579725073653,0.015,0.28,0.725
CF3: Patience-only swap,1.3291069708594159,1.708880730563466,0.04,0.235,0.72
CF3: Patience-only swap,1.9908982392183223,2.3167009249373285,0.01,0.23,0.695
CF3: Patience-only swap,1.9801886170135283,1.290303680018452,0.06,0.2,0.7
CF3: Patience-only swap,2.988578468173677,1.3931553436486415,0.065,0.185,0.635
CF3: Patience-only swap,2.9692937680637272,1.10414324674114,0.115,0.1,0.705
CF3: Patience-only swap,1.0873592167726618,2.5158255419932383,0.02,0.215,0.705
CF3: Patience-only swap,1.2843189935098884,0.548474487568597,0.15,0.18,0.84
CF3: Patience-only swap,1.473699344661918,2.942863556512097,0.005,0.225,0.7
CF3: Patience-only swap,0.5876340412581642,1.4074164853369138,0.015,0.235,0.72
CF3: Patience-only swap,1.806634314308621,2.0626209049139317,0.025,0.26,0.65
CF3: Patience-only swap,1.164020266880575,2.394684681304604,0.01,0.315,0.77
CF3: Patience-only swap,2.18644459376993,2.733406065624472,0.015,0.225,0.71
CF3: Patience-only swap,2.9114547258429444,1.5684728746633176,0.06,0.115,0.715
CF3: Patience-only swap,0.7973985517048985,0.9452656922108617,0.09,0.24,0.81
CF3: Patience-only swap,2.285220071761569,1.6253135983881992,0.035,0.195,0.66
CF3: Patience-only swap,1.8580538207197281,2.988270272400185,0.005,0.25,0.725
CF3: Patience-only swap,2.422575454553712,1.1864195667076989,0.07,0.16,0.64
CF3: Patience-only swap,2.948840773703496,1.2933124259549664,0.07,0.11,0.64
CF3: Patience-only swap,2.3981533309678427,1.4175686416666067,0.045,0.12,0.64
CF3: Patience-only swap,2.3168709414467807,1.6811554760208511,0.05,0.215,0.71
CF3: Patience-only swap,1.6935252186788459,1.4283868277334182,0.055,0.21,0.765
CF3: Patience-only swap,1.805968289746705,2.9406791306453015,0.005,0.22,0.755
CF3: Patience-only swap,0.9490605030200301,2.6786314884612836,0.0,0.265,0.745
CF3: Patience-only swap,0.53307457863302,0.9753838328018134,0.115,0.265,0.78
CF3: Patience-only swap,2.7027642563812893,2.7958260557732126,0.01,0.225,0.69
CF3: Patience-only swap,1.3361790707779206,1.0396972011841195,0.11,0.23,0.755
CF3: Patience-only swap,2.2799156232107842,2.497232555372488,0.0,0.195,0.695
CF3: Patience-only swap,0.7564268446917437,1.8598656034545544,0.025,0.275,0.725
CF3: Patience-only swap,0.9424551865633839,1.9615045256610713,0.0,0.315,0.75
CF3: Patience-only swap,2.392202158672084,1.2377610004981439,0.06,0.145,0.655
CF3: Patience-only swap,2.676713652852293,0.74277737082599,0.165,0.105,0.745
CF3: Patience-only swap,0.9782330086042861,0.5509770998979662,0.165,0.19,0.805
CF3: Patience-only swap,2.91334332686115,1.825236746306169,0.04,0.17,0.7
CF3: Patience-only swap,2.5152167112687818,2.516841987144004,0.0,0.275,0.7
CF3: Patience-only swap,2.161390949253972,2.52220984401113,0.015,0.205,0.67
CF3: Patience-only swap,1.4502413649995234,1.3119175380906871,0.075,0.2,0.735
CF3: Patience-only swap,2.4848498634216485,1.3742541742071042,0.08,0.14,0.66
CF3: Patience-only swap,1.2269522342092842,2.3352401057984142,0.0,0.215,0.645
CF3: Patience-only swap,1.2478037622192861,2.4922541088846524,0.005,0.235,0.715
CF3: Patience-only swap,2.9107253603281356,1.0032087634217763,0.105,0.12,0.68
CF3: Patience-only swap,1.0367547910442356,1.40294902963681,0.045,0.22,0.725
CF3: Patience-only swap,0.5351559526458273,0.7679881698132502,0.09,0.18,0.78
CF3: Patience-only swap,1.289517075913825,2.1561000493320455,0.015,0.265,0.73
CF3: Patience-only swap,2.440738506430341,2.1104740278184724,0.01,0.185,0.655
CF3: Patience-only swap,2.1275791812311677,2.4754461013970364,0.0,0.255,0.745
CF3: Patience-only swap,1.305661766515492,2.010981976700564,0.02,0.265,0.67
CF3: Patience-only swap,2.672344071901919,0.793186889011132,0.14,0.125,0.75
CF3: Patience-only swap,2.121382894286315,1.6542996078817676,0.045,0.175,0.69
CF3: Patience-only swap,1.656646550196971,1.726619896128174,0.035,0.19,0.66
CF3: Patience-only swap,1.5542008667128941,2.3287636125515285,0.015,0.285,0.75
CF3: Patience-only swap,1.322043933920634,1.1058626168348926,0.075,0.2,0.725
CF3: Patience-only swap,1.7914232225390019,2.4825408062901837,0.0,0.21,0.72
CF3: Patience-only swap,2.5943527043901016,1.0614711922260724,0.11,0.13,0.735
CF3: Patience-only swap,1.4577608689859836,1.129106644472628,0.105,0.2,0.73
CF3: Patience-only swap,0.5168938497049559,1.278739222491878,0.045,0.22,0.72
CF3: Patience-only swap,1.1697865994627874,2.68159315438926,0.005,0.195,0.705
CF3: Patience-only swap,1.0663544235194486,2.9959145855869673,0.005,0.26,0.72
CF3: Patience-only swap,0.7137809526061805,0.5029834771493442,0.16,0.23,0.88
CF3: Patience-only swap,2.4482933034906535,1.1039723823264973,0.1,0.15,0.685
CF3: Patience-only swap,0.93626244520681,2.863759321007956,0.0,0.205,0.78
CF3: Patience-only swap,2.7688501830366152,1.2739489689345926,0.095,0.135,0.685
CF3: Patience-only swap,1.6262271011839102,0.967522420127639,0.1,0.165,0.745
CF3: Patience-only swap,2.1568909150622106,2.985623647660081,0.01,0.21,0.695
CF3: Patience-only swap,0.6948985259166811,0.5199183011753754,0.13,0.24,0.855
CF3: Patience-only swap,0.5637615732611754,2.148609775992056,0.005,0.255,0.67
CF3: Patience-only swap,1.3712522648297696,2.9349565064763428,0.01,0.23,0.755
CF3: Patience-only swap,2.7694272005401213,0.8447353488555818,0.105,0.115,0.665
CF3: Patience-only swap,2.944329040179873,2.730556385837648,0.005,0.165,0.685
CF3: Patience-only swap,1.580852271628712,2.1137037350144228,0.015,0.205,0.645
CF3: Patience-only swap,1.934542385516575,1.918069961445692,0.035,0.19,0.7
CF3: Patience-only swap,0.9267014478597688,2.697408674491231,0.0,0.21,0.68
CF3: Patience-only swap,0.6929785712365706,2.6446644298332633,0.005,0.225,0.675
CF3: Patience-only swap,0.5648797274677121,2.3592500748315595,0.0,0.265,0.715
CF3: Patience-only swap,2.7046558398437286,2.7805625507870846,0.01,0.16,0.685
CF3: Patience-only swap,2.0597481137747415,0.8372704031952669,0.115,0.155,0.7
CF3: Patience-only swap,1.6785845811113997,1.2629704567751872,0.08,0.18,0.755
CF3: Patience-only swap,2.9972266797958365,0.5932565917397582,0.2,0.07,0.77
CF3: Patience-only swap,1.969704039369254,1.2222172664772841,0.105,0.155,0.725
CF3: Patience-only swap,1.1800171996553204,0.7307876149788981,0.125,0.195,0.775
CF3: Patience-only swap,0.8731559473195273,2.392023026322698,0.0,0.23,0.705
CF3: Patience-only swap,1.9606338119020592,1.4433332843803843,0.08,0.105,0.665
CF3: Patience-only swap,2.3606780144022483,1.0977259054176811,0.115,0.12,0.66
CF3: Patience-only swap,1.891386888472062,2.0154677802090992,0.04,0.22,0.705
CF3: Patience-only swap,0.8169155639737858,2.824680349770382,0.005,0.26,0.725
CF3: Patience-only swap,1.3370693209685787,0.741078889551489,0.175,0.21,0.79
CF3: Patience-only swap,0.9804882725930837,1.9871119254453733,0.01,0.265,0.7
CF3: Patience-only swap,2.293526779779257,1.614029559989017,0.06,0.145,0.71
CF3: Patience-only swap,0.8899230307380577,2.289723856336028,0.005,0.24,0.735
CF3: Patience-only swap,2.4172250299801794,1.7999970815295074,0.02,0.17,0.65
CF3: Patience-only swap,1.3783643952307298,2.286333512422691,0.005,0.215,0.7
CF3: Patience-only swap,1.0248410950508662,0.7238015338006785,0.105,0.2,0.785
CF3: Patience-only swap,1.5250409590161298,2.8439260914961486,0.01,0.26,0.745
CF3: Patience-only swap,1.0829672568845523,0.9951868350481903,0.075,0.2,0.755
CF3: Patience-only swap,0.9871233807011438,2.60945172585465,0.0,0.28,0.725
CF3: Patience-only swap,1.822819680818098,2.6760100386814747,0.0,0.205,0.705
CF3: Patience-only swap,2.409891253048253,1.6213243492271239,0.045,0.155,0.64
CF3: Patience-only swap,2.4134846395883898,2.4638328999894252,0.01,0.175,0.685
CF3: Patience-only swap,2.6741194467148066,1.8951746971111836,0.015,0.2,0.665
CF3: Patience-only swap,2.5602964288245014,1.8883954499604916,0.03,0.19,0.685
CF3: Patience-only swap,1.3870527379328017,2.5906873646236086,0.02,0.245,0.765
CF3: Patience-only swap,1.1926500177900712,0.6424535904197777,0.175,0.18,0.775
CF3: Patience-only swap,1.6433502317731388,1.9131270290947882,0.04,0.19,0.685
CF3: Patience-only swap,0.978695919709109,2.6515118555152455,0.0,0.175,0.68
CF3: Patience-only swap,1.4022735752475533,1.2798962823028637,0.05,0.205,0.69
CF3: Patience-only swap,2.8192059536113616,0.9830899843785308,0.1,0.1,0.695
CF3: Patience-only swap,1.0343107862600982,1.3140437848392021,0.065,0.235,0.74
CF3: Patience-only swap,2.6389528324100935,2.322151435342826,0.02,0.225,0.755
CF3: Patience-only swap,2.6595331941206855,1.5306171161427111,0.06,0.095,0.6
CF3: Patience-only swap,2.32708624843534,1.5918554661535813,0.035,0.17,0.7
CF3: Patience-only swap,1.1371318197884126,0.8924020015871532,0.075,0.23,0.805
CF3: Patience-only swap,2.8420961135352685,2.132321736461898,0.02,0.17,0.68
CF3: Patience-only swap,1.4804727247227123,0.7337187300411423,0.09,0.19,0.75
CF3: Patience-only swap,2.4320043399699927,1.0523298483304881,0.08,0.16,0.61
CF3: Patience-only swap,2.0072843031759398,1.88969786127948,0.065,0.275,0.775
CF3: Patience-only swap,2.8187859290997914,2.721662016037239,0.025,0.2,0.7
CF3: Patience-only swap,2.9364992889050234,1.9546972719428637,0.03,0.165,0.655
CF3: Patience-only swap,2.2163270290541273,0.8566742728057393,0.125,0.135,0.69
CF3: Patience-only swap,2.1964089392948996,2.719558758375906,0.01,0.23,0.685
CF3: Patience-only swap,0.5458560705218005,2.1974211016384007,0.0,0.24,0.72
CF3: Patience-only swap,2.0395090308053074,2.7129833307474973,0.01,0.2,0.745
CF3: Patience-only swap,2.627986239814965,1.7865394332794096,0.025,0.135,0.655
CF3: Patience-only swap,1.3987264491622877,1.9233577005738356,0.015,0.225,0.73
CF3: Patience-only swap,2.3275282643701916,1.84272560248175,0.035,0.185,0.69
CF3: Patience-only swap,2.6031688576591616,1.413428082158628,0.065,0.18,0.66
CF3: Patience-only swap,2.4473765950898727,1.6704535505368718,0.055,0.2,0.705
CF3: Patience-only swap,1.3937409739096585,1.8324438865797417,0.02,0.275,0.68
CF3: Patience-only swap,2.60118678743718,2.3840784845111767,0.01,0.195,0.68
CF3: Patience-only swap,1.8536752715253455,2.0752912541146684,0.025,0.2,0.645
CF3: Patience-only swap,0.6918078051026926,2.5484899734391546,0.0,0.23,0.685
CF3: Patience-only swap,2.9128449420753864,2.6446261100780597,0.01,0.165,0.66
CF3: Patience-only swap,2.7356611098775803,1.0669233676643972,0.095,0.165,0.69
CF3: Patience-only swap,1.8014782264703637,1.9986376171413405,0.035,0.255,0.755
CF3: Patience-only swap,2.4276796888160495,2.9580061949162273,0.01,0.19,0.745
CF3: Patience-only swap,1.912292522016227,1.1689248318687688,0.13,0.225,0.71
CF3: Patience-only swap,2.9061356087635453,1.2563811584516955,0.085,0.125,0.635
CF3: Patience-only swap,2.038942782173002,2.131657612078647,0.05,0.215,0.7
CF3: Patience-only swap,0.8058993436013115,2.927913326904073,0.005,0.21,0.74
CF3: Patience-only swap,1.4770577006379768,1.6219930895616113,0.03,0.27,0.68
CF3: Patience-only swap,0.7066693624143425,0.6326148443914882,0.105,0.225,0.8
CF3: Patience-only swap,1.4350283905577164,2.888550378046175,0.0,0.24,0.71
CF3: Patience-only swap,2.873872247013365,1.5573461884159376,0.075,0.18,0.725
CF3: Patience-only swap,2.777401014953209,2.040348668223296,0.015,0.195,0.68
CF3: Patience-only swap,2.1247595226570155,1.3903035180007854,0.065,0.15,0.7
CF3: Patience-only swap,2.8023282314993883,0.9227805305839288,0.145,0.08,0.705
CF3: Patience-only swap,1.0567510078934017,1.5979822248610291,0.03,0.22,0.635
CF3: Patience-only swap,1.009384766241114,1.5248491818787735,0.055,0.185,0.705
CF3: Patience-only swap,0.8116437588444765,1.0009518196584581,0.07,0.225,0.76
CF3: Patience-only swap,1.6496026466229792,1.5370243433880892,0.08,0.23,0.685
CF3: Patience-only swap,1.8981501596777777,2.4669669753960655,0.0,0.275,0.73
CF3: Patience-only swap,1.5651892146517534,2.7273339627114948,0.01,0.275,0.735
CF3: Patience-only swap,1.2830510443703802,2.2917032065336813,0.005,0.275,0.715
CF3: Patience-only swap,1.3339567057919528,1.9702793321190766,0.03,0.245,0.765
CF3: Patience-only swap,1.4215531983734588,2.997553537115888,0.0,0.265,0.705
CF3: Patience-only swap,0.5883718361834984,1.452430399724706,0.025,0.23,0.695
CF3: Patience-only swap,1.5831903984754017,2.2357804026657857,0.015,0.195,0.7
CF3: Patience-only swap,2.690778746986424,2.9360021430578316,0.015,0.195,0.76
CF3: Patience-only swap,1.899771563950456,1.7288583415270695,0.07,0.185,0.64
CF3: Patience-only swap,2.786323457507076,2.150294671714906,0.025,0.175,0.725
CF3: Patience-only swap,1.1137072151152847,2.875115250966733,0.01,0.275,0.7
CF3: Patience-only swap,1.4407569738831978,1.5391981813872107,0.045,0.185,0.72
CF3: Patience-only swap,2.552440400181375,0.73865791766591,0.155,0.08,0.75
CF3: Patience-only swap,2.991190042119697,2.095757241706308,0.015,0.11,0.62
CF3: Patience-only swap,2.2885757427760796,2.452526279825135,0.01,0.22,0.7
CF3: Patience-only swap,1.9688825848216611,2.539074218969935,0.005,0.25,0.71
CF3: Patience-only swap,2.7406140286853558,2.7020889386278624,0.01,0.18,0.685
CF3: Patience-only swap,2.1452675806488015,0.6963251883748116,0.125,0.125,0.74
CF3: Patience-only swap,1.6315879123305448,1.574603162084304,0.045,0.225,0.7
CF3: Patience-only swap,1.3785292098175532,2.2960990903811354,0.005,0.26,0.67
CF3: Patience-only swap,1.2264859130592902,1.932611930901644,0.025,0.185,0.72
CF3: Patience-only swap,2.7136925934880196,2.0008177299966787,0.025,0.16,0.69
CF3: Patience-only swap,2.4246742216886554,1.6354718514088287,0.055,0.195,0.685
CF3: Patience-only swap,0.873107120466565,2.29151207339067,0.01,0.24,0.73
CF3: Patience-only swap,2.47499421349155,2.7954864729018456,0.01,0.19,0.645
CF3: Patience-only swap,1.9358658122488963,1.4908568248282514,0.065,0.175,0.71
CF3: Patience-only swap,2.735226361271207,2.7282323378008204,0.015,0.185,0.66
CF3: Patience-only swap,1.262458119709171,2.623511431926409,0.0,0.255,0.685
CF3: Patience-only swap,0.9533410847637818,1.9908320911349617,0.02,0.21,0.7
CF3: Patience-only swap,0.9334419825285268,1.1979827134693137,0.07,0.23,0.73
CF3: Patience-only swap,0.956746476936307,1.9124737771154938,0.015,0.26,0.735
CF3: Patience-only swap,1.971162272582298,2.9492441355759165,0.01,0.2,0.685
CF3: Patience-only swap,1.0129888344215006,2.260884550205388,0.01,0.235,0.705
CF3: Patience-only swap,2.574399485387536,2.678583797385359,0.01,0.24,0.69
CF3: Patience-only swap,0.6171863045628754,0.9911780999486006,0.1,0.195,0.705
CF3: Patience-only swap,1.3454390505599298,1.8612122931030581,0.015,0.25,0.715
