counterfactual,lam_US,lam_CN,fm_CN,fm_US,success_rate
CF1: Baseline,2.7728317663598383,2.314428527163003,0.08,0.15,0.655
CF1: Baseline,0.6883520393209883,2.4987750346099284,0.005,0.24,0.775
CF1: Baseline,2.9069198251146933,2.311127347545143,0.055,0.07,0.57
CF1: Baseline,1.8138399231823037,2.8441908201979964,0.045,0.145,0.67
CF1: Baseline,1.7170825175436248,2.212588420526182,0.065,0.165,0.68
CF1: Baseline,2.8907789733824023,1.2646750579488377,0.2,0.08,0.685
CF1: Baseline,2.759531917807716,1.4225814940879573,0.14,0.07,0.725
CF1: Baseline,2.105040967760285,2.4078982371475495,0.06,0.145,0.7
CF1: Baseline,2.0447731242823095,2.223178579684274,0.065,0.16,0.68
CF1: Baseline,1.475770988562437,1.7365311783044954,0.055,0.16,0.75
CF1: Baseline,2.557188841456278,2.8514074956661153,0.05,0.165,0.63
CF1: Baseline,0.5244103440694959,1.833490527558971,0.04,0.2,0.81
CF1: Baseline,1.1978412905401048,2.1256633521776136,0.045,0.215,0.685
CF1: Baseline,1.0222107298937058,0.6105922434644311,0.18,0.145,0.85
CF1: Baseline,0.8240991358093986,2.6904727300826305,0.01,0.22,0.77
CF1: Baseline,1.2525733875119303,1.5798654622193329,0.08,0.115,0.73
CF1: Baseline,0.577011942911873,2.3200385726140844,0.02,0.25,0.73
CF1: Baseline,1.5989107161319476,2.7607091513653517,0.025,0.235,0.725
CF1: Baseline,1.1909534158994421,0.7223409356716066,0.195,0.16,0.825
CF1: Baseline,2.226900241287944,1.8406434938659122,0.085,0.115,0.685
CF1: Baseline,0.93008706630277,0.7938571710267854,0.125,0.215,0.87
CF1: Baseline,2.6956051751430588,1.6766063781766798,0.13,0.115,0.68
CF1: Baseline,0.6905437213074485,0.5027490577522595,0.225,0.195,0.855
CF1: Baseline,2.950373194044784,2.1155839455078262,0.12,0.08,0.68
CF1: Baseline,1.0762222070622223,2.5625882891092413,0.015,0.265,0.73
CF1: Baseline,2.857073955422178,2.132944006090482,0.09,0.08,0.66
CF1: Baseline,0.7589714466707647,2.5755856162344584,0.025,0.285,0.76
CF1: Baseline,2.978153872483961,1.5722964364387946,0.17,0.065,0.68
CF1: Baseline,2.377034988876116,1.9202495245306077,0.06,0.14,0.68
CF1: Baseline,2.254652544888319,2.291967321181822,0.045,0.165,0.685
CF1: Baseline,2.4167714087858836,1.0725440753704598,0.165,0.055,0.66
CF1: Baseline,2.018592535944612,1.4394472694475384,0.16,0.13,0.74
CF1: Baseline,0.9593073607601108,2.758973285195674,0.025,0.25,0.76
CF1: Baseline,2.9621140055458564,0.9673213942267231,0.255,0.045,0.765
CF1: Baseline,0.6147699287276321,2.8710003539489315,0.005,0.245,0.82
CF1: Baseline,1.1831222185931378,2.3535802160129693,0.03,0.22,0.73
CF1: Baseline,1.2210968943893306,2.002519282612904,0.03,0.155,0.675
CF1: Baseline,2.1143267326273456,1.8868523250888485,0.075,0.15,0.665
CF1: Baseline,2.7717053019025677,0.86780382728269,0.18,0.1,0.7
CF1: Baseline,1.1770504674184088,1.1877462723077108,0.09,0.145,0.74
CF1: Baseline,0.746034306763207,2.1528435927531135,0.03,0.24,0.785
CF1: Baseline,0.7105706847623043,2.466327334546177,0.025,0.23,0.725
CF1: Baseline,0.5582153737110802,1.24772645689018,0.105,0.23,0.825
CF1: Baseline,0.6140111401155008,0.7188764902344847,0.15,0.215,0.87
CF1: Baseline,1.6457191516236884,2.2025535658670234,0.065,0.165,0.65
CF1: Baseline,2.8317487763721494,0.8450106009030298,0.195,0.095,0.715
CF1: Baseline,2.649895070432006,1.9291780528127846,0.11,0.15,0.685
CF1: Baseline,0.8823753022027326,1.9795689299341337,0.045,0.17,0.775
CF1: Baseline,2.0181817315003707,1.9971066542661349,0.065,0.125,0.69
CF1: Baseline,0.6022233608508392,1.1944612019957388,0.055,0.23,0.8
CF1: Baseline,1.8886498114102255,2.5910107582704565,0.045,0.145,0.625
CF1: Baseline,2.4476291340713887,1.3647938441004943,0.11,0.08,0.695
CF1: Baseline,2.9918249267103523,0.7182742376678113,0.19,0.045,0.67
CF1: Baseline,1.5808916327757796,1.686136648209006,0.085,0.16,0.71
CF1: Baseline,1.2696212735738726,1.89388004995721,0.025,0.245,0.765
CF1: Baseline,2.7686075410605886,1.3328732638976242,0.155,0.09,0.7
CF1: Baseline,2.3513358318738256,2.0645753375900173,0.065,0.165,0.66
CF1: Baseline,0.8053594009801586,0.721905030163442,0.15,0.17,0.855
CF1: Baseline,1.8701016825309629,2.4556520557817003,0.035,0.14,0.635
CF1: Baseline,2.79509888244206,1.7723421667537447,0.11,0.115,0.69
CF1: Baseline,2.763326023741969,1.0472952219946212,0.225,0.08,0.68
CF1: Baseline,1.4166166891421146,1.3055553248309668,0.115,0.14,0.69
CF1: Baseline,2.460238848289678,1.3389375740664797,0.18,0.125,0.76
CF1: Baseline,2.615435854934091,0.8157928430906565,0.26,0.105,0.715
CF1: Baseline,1.2248048690486675,2.6459884846530155,0.01,0.19,0.745
CF1: Baseline,0.8540928854994513,2.333692414056461,0.04,0.235,0.75
CF1: Baseline,1.4832671166759268,0.6309164065626695,0.18,0.115,0.765
CF1: Baseline,2.4895606659003926,2.5252517698242656,0.055,0.105,0.71
CF1: Baseline,1.118472780780236,1.018098174507429,0.125,0.15,0.8
CF1: Baseline,0.5696602813067084,2.708974376192571,0.005,0.235,0.83
CF1: Baseline,1.0234571463204254,1.929518748650171,0.05,0.22,0.725
CF1: Baseline,0.8231989560159119,2.859096626839992,0.005,0.255,0.715
CF1: Baseline,1.9283445068284284,2.6925823637994464,0.04,0.14,0.675
CF1: Baseline,1.7778660106030344,2.4125550135229146,0.05,0.145,0.705
CF1: Baseline,2.414731598651842,1.5439742105940235,0.11,0.11,0.73
CF1: Baseline,2.9076820815520845,1.4950465401000117,0.14,0.055,0.65
CF1: Baseline,1.495505559530456,2.313305729319599,0.04,0.185,0.72
CF1: Baseline,1.132796006540559,2.3741881445734627,0.025,0.24,0.745
CF1: Baseline,0.7702304405011491,0.6485509264951144,0.17,0.2,0.84
CF1: Baseline,2.055170495159116,1.0046689732387788,0.22,0.115,0.725
CF1: Baseline,0.7734396735117348,1.345761194956379,0.095,0.265,0.795
CF1: Baseline,2.1172749436580247,1.1089011051940152,0.135,0.1,0.68
CF1: Baseline,1.8515560365497359,0.628369898221512,0.205,0.13,0.785
CF1: Baseline,2.1600495640476787,0.9233252614406696,0.205,0.105,0.715
CF1: Baseline,0.8483291118232651,2.153975692054357,0.025,0.26,0.785
CF1: Baseline,1.813281776386091,1.518147891294967,0.105,0.16,0.77
CF1: Baseline,1.9060866173580202,2.179367325535468,0.07,0.12,0.66
CF1: Baseline,1.012745145638371,1.8586701030880264,0.035,0.225,0.805
CF1: Baseline,0.7547926418595176,1.0941977077977565,0.08,0.2,0.815
CF1: Baseline,2.369218354956795,0.596401154205934,0.145,0.07,0.795
CF1: Baseline,1.841069511415627,2.6420922661757,0.03,0.185,0.705
CF1: Baseline,1.8949652315506085,0.9017546333950572,0.18,0.125,0.75
CF1: Baseline,1.3942284232156412,1.5260565628876654,0.095,0.155,0.72
CF1: Baseline,1.460120839602998,1.1498885884790648,0.145,0.12,0.71
CF1: Baseline,2.258634159219129,2.644014631815449,0.07,0.135,0.665
CF1: Baseline,2.113021032984793,2.7512410493007735,0.035,0.115,0.63
CF1: Baseline,1.996437686528,0.9008020096719365,0.19,0.115,0.75
CF1: Baseline,2.9167043578394183,0.8444014930558031,0.235,0.095,0.73
CF1: Baseline,1.5580024767356884,1.5539743520116152,0.08,0.18,0.725
CF1: Baseline,1.5001407833316227,1.7875625042800651,0.095,0.19,0.75
CF1: Baseline,0.9682291708780941,0.8726431956024943,0.1,0.135,0.8
CF1: Baseline,2.19443140800369,0.990819120063275,0.185,0.08,0.695
CF1: Baseline,2.4290763125136254,0.876863906430403,0.205,0.09,0.7
CF1: Baseline,2.243584280445484,1.2143517996815982,0.155,0.14,0.685
CF1: Baseline,1.8903823607901873,2.7719446737463227,0.03,0.155,0.655
CF1: Baseline,2.8521523348197015,1.6506092794403646,0.18,0.095,0.675
CF1: Baseline,2.5409916465985103,1.716936889415696,0.115,0.105,0.72
CF1: Baseline,1.96463028955035,0.8741518832084378,0.14,0.105,0.725
CF1: Baseline,0.9202985374126161,1.051388133647372,0.11,0.19,0.835
CF1: Baseline,2.336443047279471,1.6096029754739376,0.175,0.125,0.72
CF1: Baseline,0.9402037914616865,2.7775661202902713,0.01,0.23,0.785
CF1: Baseline,1.1271527163076829,1.6474597796949213,0.06,0.225,0.75
CF1: Baseline,1.1524340596926357,1.2651531845312483,0.08,0.195,0.765
CF1: Baseline,1.0848572243233499,2.185289016489858,0.075,0.205,0.76
CF1: Baseline,1.4389097149112735,1.7896515897176817,0.07,0.17,0.775
CF1: Baseline,1.4950775596074686,1.513579234694332,0.09,0.21,0.83
CF1: Baseline,2.112694150345188,2.904860360460252,0.025,0.17,0.655
CF1: Baseline,1.5574237607210233,1.1739324110947067,0.13,0.145,0.78
CF1: Baseline,1.0019566927122305,1.7297910837628925,0.065,0.195,0.77
CF1: Baseline,2.4337654127203665,2.6060692608310867,0.05,0.18,0.725
CF1: Baseline,1.6882936043803052,0.9230045443929698,0.14,0.125,0.75
CF1: Baseline,2.3014585086246626,1.153561348451269,0.17,0.115,0.68
CF1: Baseline,0.7620508381303471,1.0502580413611167,0.145,0.22,0.82
CF1: Baseline,1.978368368482935,1.511196336448742,0.13,0.16,0.71
CF1: Baseline,2.4434288573810514,1.9187817821760282,0.085,0.13,0.615
CF1: Baseline,1.4303167761437428,0.9762085392059889,0.155,0.155,0.735
CF1: Baseline,2.625390551323352,0.9280125711658617,0.14,0.065,0.69
CF1: Baseline,2.923108346451315,1.7087775205800975,0.07,0.12,0.69
CF1: Baseline,2.0240443924484817,2.893265591472831,0.055,0.235,0.75
CF1: Baseline,2.769810274096419,1.5140448079244813,0.115,0.09,0.69
CF1: Baseline,2.838161237587108,1.5429605788169358,0.15,0.07,0.61
CF1: Baseline,0.8147607578757133,0.7459188765907488,0.13,0.2,0.825
CF1: Baseline,2.2452531237149977,1.7959899628349283,0.1,0.11,0.665
CF1: Baseline,2.7584227887710258,1.8325795436538845,0.105,0.085,0.71
CF1: Baseline,2.476993376476603,2.9101999237107425,0.045,0.135,0.695
CF1: Baseline,2.995534587736959,0.6780338974918991,0.25,0.07,0.7
CF1: Baseline,2.953207808583328,1.8089239009419131,0.14,0.11,0.72
CF1: Baseline,1.5340194026316072,2.5671289327661233,0.03,0.175,0.72
CF1: Baseline,2.4563101664485965,2.6466846226170557,0.075,0.125,0.66
CF2: Full US↔CN swap,1.7650766863709861,1.9127290794612208,0.1,0.06,0.705
CF2: Full US↔CN swap,1.7797898992301295,2.9304659303405325,0.1,0.13,0.72
CF2: Full US↔CN swap,2.0372578549228093,1.92070874473644,0.125,0.03,0.685
CF2: Full US↔CN swap,1.21696680717283,1.8862786331222416,0.1,0.155,0.745
CF2: Full US↔CN swap,1.668808813877256,2.0251450200485928,0.12,0.06,0.7
CF2: Full US↔CN swap,2.826106244199165,1.1147134591010828,0.195,0.025,0.78
CF2: Full US↔CN swap,1.2735958466088124,1.4776991275972429,0.16,0.075,0.76
CF2: Full US↔CN swap,1.1756793309982747,1.3750373735715347,0.22,0.13,0.78
CF2: Full US↔CN swap,2.8405742277242143,1.4447105395918354,0.205,0.025,0.695
CF2: Full US↔CN swap,2.4366230219997753,0.6014181009741353,0.255,0.02,0.82
CF2: Full US↔CN swap,1.2466389897114016,2.256477866644955,0.1,0.12,0.71
CF2: Full US↔CN swap,1.6306315521305565,2.7246447262563,0.105,0.1,0.66
CF2: Full US↔CN swap,1.587750078915154,2.0588994890550962,0.16,0.11,0.665
CF2: Full US↔CN swap,1.9634492887597603,1.997829360647149,0.135,0.07,0.745
CF2: Full US↔CN swap,2.1392141378570995,1.7782049535121698,0.2,0.085,0.71
CF2: Full US↔CN swap,0.9841993841747122,0.6724184555278452,0.18,0.145,0.86
CF2: Full US↔CN swap,1.130114229878889,0.7379820934021976,0.18,0.095,0.795
CF2: Full US↔CN swap,0.7828234165404218,1.2014645823992876,0.155,0.14,0.735
CF2: Full US↔CN swap,1.9812908802199922,1.358056317335108,0.175,0.05,0.685
CF2: Full US↔CN swap,2.4446230800044604,2.9134636562463347,0.1,0.075,0.65
CF2: Full US↔CN swap,1.3296000280932079,1.0907103273552092,0.195,0.085,0.73
CF2: Full US↔CN swap,2.2195782663131522,1.9316645633120282,0.155,0.075,0.72
CF2: Full US↔CN swap,2.4238928899556047,2.042289346282685,0.2,0.03,0.7
CF2: Full US↔CN swap,1.1987961943435492,2.7777657926164316,0.125,0.125,0.735
CF2: Full US↔CN swap,1.932341152980455,2.2957763148453068,0.105,0.1,0.71
CF2: Full US↔CN swap,2.1809367061562046,2.4244853694948127,0.135,0.07,0.615
CF2: Full US↔CN swap,2.381014737497502,1.5257597274463137,0.22,0.035,0.725
CF2: Full US↔CN swap,0.594814970879116,1.7124375281540656,0.115,0.195,0.765
CF2: Full US↔CN swap,2.738370962154152,0.8613773816704045,0.21,0.01,0.725
CF2: Full US↔CN swap,2.455031003533878,2.138414706313866,0.12,0.075,0.585
CF2: Full US↔CN swap,2.264208094715766,1.045261827573833,0.21,0.035,0.8
CF2: Full US↔CN swap,0.6883258693225337,1.1694553503532406,0.215,0.155,0.82
CF2: Full US↔CN swap,2.0580827761940714,1.4714541169581574,0.175,0.04,0.63
CF2: Full US↔CN swap,1.1369917794547733,1.4926512763891635,0.155,0.105,0.73
CF2: Full US↔CN swap,2.319726055827276,1.13879315475881,0.205,0.02,0.735
CF2: Full US↔CN swap,1.8617933268011717,1.5159697209104577,0.14,0.07,0.765
CF2: Full US↔CN swap,2.982675266356988,2.634644124307499,0.105,0.02,0.65
CF2: Full US↔CN swap,2.306269289520453,1.8765567159398437,0.13,0.04,0.655
CF2: Full US↔CN swap,1.4956590645582162,2.1945025991367535,0.095,0.105,0.645
CF2: Full US↔CN swap,2.6054226488055447,0.8499786575073758,0.235,0.01,0.72
CF2: Full US↔CN swap,0.5997419247061415,1.6490455371106174,0.14,0.185,0.785
CF2: Full US↔CN swap,1.1742728705359138,2.712894084997964,0.045,0.18,0.645
CF2: Full US↔CN swap,1.1595825208420343,2.782743607805604,0.08,0.175,0.63
CF2: Full US↔CN swap,1.7526207999014702,2.5875042662122927,0.13,0.12,0.74
CF2: Full US↔CN swap,1.6328561506755188,2.290373293593004,0.1,0.08,0.625
CF2: Full US↔CN swap,2.9448981497253333,0.9151894121620612,0.21,0.01,0.71
CF2: Full US↔CN swap,1.1450199869784357,1.7890511439228094,0.165,0.145,0.755
CF2: Full US↔CN swap,1.4462868612557434,2.503826699929238,0.11,0.12,0.705
CF2: Full US↔CN swap,2.808591174715515,1.931566496525577,0.21,0.015,0.715
CF2: Full US↔CN swap,0.8317690148490273,1.4413438207787213,0.145,0.145,0.765
CF2: Full US↔CN swap,1.2636363120876124,2.1123872975808067,0.12,0.095,0.73
CF2: Full US↔CN swap,1.1349853432138088,0.7125850689645146,0.24,0.125,0.775
CF2: Full US↔CN swap,1.7762648304694724,1.199651118694976,0.205,0.05,0.71
CF2: Full US↔CN swap,1.743219782447018,1.3645050818676436,0.255,0.075,0.765
CF2: Full US↔CN swap,2.412790843835147,1.1461935848319866,0.2,0.025,0.74
CF2: Full US↔CN swap,2.327047456173486,0.7874489050155604,0.16,0.015,0.745
CF2: Full US↔CN swap,2.451146419558296,2.9930316947142677,0.12,0.06,0.625
CF2: Full US↔CN swap,1.2037401579625122,2.999218272759766,0.12,0.145,0.715
CF2: Full US↔CN swap,2.0548409915870973,1.925490082626054,0.15,0.025,0.675
CF2: Full US↔CN swap,1.1390464709672927,2.175418995689175,0.115,0.185,0.73
CF2: Full US↔CN swap,1.6163769497310694,1.9836355168316395,0.165,0.13,0.765
CF2: Full US↔CN swap,1.698658534737931,2.4552959719790377,0.105,0.095,0.715
CF2: Full US↔CN swap,1.8175449673322859,1.3330827843861763,0.2,0.07,0.765
CF2: Full US↔CN swap,1.2959787831500476,1.90115236719903,0.12,0.16,0.685
CF2: Full US↔CN swap,2.9179564844198005,0.7537933216849617,0.19,0.01,0.705
CF2: Full US↔CN swap,0.5524434389201409,1.6249163737121686,0.13,0.205,0.78
CF2: Full US↔CN swap,0.9519938524006564,2.769014318140136,0.055,0.185,0.695
CF2: Full US↔CN swap,1.919941100218694,2.549181074534018,0.14,0.085,0.72
CF2: Full US↔CN swap,2.543751653474076,0.5284993663771129,0.295,0.02,0.83
CF2: Full US↔CN swap,2.7000630575952504,1.5636955368606025,0.2,0.01,0.705
CF2: Full US↔CN swap,1.0662504219148556,2.6697429452729504,0.075,0.21,0.67
CF2: Full US↔CN swap,2.5847949987513297,2.681026842737376,0.125,0.045,0.715
CF2: Full US↔CN swap,2.714296261000747,2.8958971998835428,0.135,0.055,0.645
CF2: Full US↔CN swap,1.1386530039522502,1.1056312295958632,0.145,0.105,0.77
CF2: Full US↔CN swap,0.6427795836314255,2.3743990024441466,0.115,0.23,0.805
CF2: Full US↔CN swap,1.4359988202127498,2.1748372914194225,0.115,0.16,0.705
CF2: Full US↔CN swap,2.5057289283750155,1.1389131594238733,0.235,0.04,0.795
CF2: Full US↔CN swap,2.9824170826021774,1.9959727700233374,0.155,0.035,0.675
CF2: Full US↔CN swap,2.7274098029977867,1.7870276440827415,0.165,0.025,0.695
CF2: Full US↔CN swap,2.7772096181346333,1.720268880634211,0.17,0.03,0.685
CF2: Full US↔CN swap,2.523825482391288,1.4434114431796403,0.205,0.045,0.695
CF2: Full US↔CN swap,0.5008412984724291,2.3130136434345054,0.075,0.125,0.735
CF2: Full US↔CN swap,0.7861655617930253,2.862748012663019,0.055,0.22,0.7
CF2: Full US↔CN swap,1.9154731333628046,1.4019311555799856,0.14,0.04,0.745
CF2: Full US↔CN swap,2.4281245719065265,2.8803010483842097,0.13,0.065,0.65
CF2: Full US↔CN swap,1.5176183310938351,2.250507582280294,0.12,0.1,0.725
CF2: Full US↔CN swap,1.5646719638917799,0.8065109856246409,0.2,0.035,0.755
CF2: Full US↔CN swap,0.9236492424380836,2.6286545387949456,0.06,0.24,0.75
CF2: Full US↔CN swap,1.6439826873064534,1.37323588516584,0.2,0.07,0.715
CF2: Full US↔CN swap,1.3072089911301303,1.3682536399002,0.195,0.11,0.8
CF2: Full US↔CN swap,1.2342543208916408,2.4772578629278676,0.07,0.135,0.69
CF2: Full US↔CN swap,2.259711078274078,1.989882039615515,0.145,0.045,0.685
CF2: Full US↔CN swap,2.481751232962611,0.7788065781138943,0.235,0.01,0.75
CF2: Full US↔CN swap,2.595125812639043,1.1080244976557188,0.215,0.02,0.735
CF2: Full US↔CN swap,0.7837995527550798,1.8064311666204829,0.145,0.195,0.805
CF2: Full US↔CN swap,1.407686548088654,2.281684379168635,0.105,0.135,0.73
CF2: Full US↔CN swap,2.386637739533135,2.611086283297772,0.145,0.055,0.67
CF2: Full US↔CN swap,0.9510028436100024,2.145468914737699,0.09,0.215,0.705
CF2: Full US↔CN swap,1.3540337654449806,2.174243726179894,0.14,0.085,0.68
CF2: Full US↔CN swap,2.3239875437145665,2.5554150574860657,0.085,0.075,0.645
CF2: Full US↔CN swap,1.5862218022970271,1.7525835081614478,0.17,0.115,0.695
CF2: Full US↔CN swap,1.921378495345596,1.8497726041387477,0.12,0.05,0.675
CF2: Full US↔CN swap,2.5277577322469105,1.3442950589788838,0.2,0.04,0.675
CF2: Full US↔CN swap,2.6210756051886723,0.8865818996145212,0.23,0.005,0.805
CF2: Full US↔CN swap,2.300711027113452,2.320469263914611,0.125,0.04,0.64
CF2: Full US↔CN swap,1.9860880042372595,1.1483398881797362,0.2,0.025,0.765
CF2: Full US↔CN swap,2.0216951204131046,1.031051507113951,0.21,0.03,0.695
CF2: Full US↔CN swap,0.625374070659347,2.4124679313499304,0.075,0.165,0.73
CF2: Full US↔CN swap,1.5251470109856293,1.0990225763008326,0.23,0.095,0.79
CF2: Full US↔CN swap,2.294338687405017,1.414732843274462,0.19,0.04,0.74
CF2: Full US↔CN swap,1.9297585859303241,1.277659135763153,0.155,0.065,0.715
CF2: Full US↔CN swap,0.8484900095656351,1.0390057755296689,0.25,0.11,0.83
CF2: Full US↔CN swap,1.206653434603687,1.7664516659853298,0.12,0.12,0.735
CF2: Full US↔CN swap,2.126410658956954,2.9148885136885436,0.125,0.08,0.665
CF2: Full US↔CN swap,1.9799419753941547,2.91560872829366,0.085,0.09,0.69
CF2: Full US↔CN swap,0.9176691268903252,0.7096182202540795,0.18,0.145,0.79
CF2: Full US↔CN swap,0.7503841129372462,1.5049619971311898,0.135,0.175,0.785
CF2: Full US↔CN swap,1.4371535392040617,2.4804324087744805,0.085,0.18,0.715
CF2: Full US↔CN swap,0.5763669983142647,1.9824417741494607,0.06,0.17,0.745
CF2: Full US↔CN swap,2.934886083258789,1.3637013766674522,0.225,0.005,0.735
CF2: Full US↔CN swap,1.8159667867926095,2.054362662091299,0.115,0.07,0.63
CF2: Full US↔CN swap,2.0365814727085008,1.8580221689231273,0.14,0.06,0.675
CF2: Full US↔CN swap,1.5351569691993996,1.4825763862197403,0.165,0.12,0.74
CF2: Full US↔CN swap,0.816631084472718,2.489617366210927,0.055,0.145,0.73
CF2: Full US↔CN swap,2.7941113802644213,0.9112344122347172,0.22,0.015,0.73
CF2: Full US↔CN swap,0.8871555916404718,2.984946632999888,0.06,0.17,0.705
CF2: Full US↔CN swap,0.5135412414036401,2.6023982488702146,0.085,0.24,0.755
CF2: Full US↔CN swap,2.8961727364850423,2.3578370460210967,0.16,0.025,0.68
CF2: Full US↔CN swap,1.1390938300619373,2.4384495773133756,0.075,0.17,0.705
CF2: Full US↔CN swap,2.0353195317813753,2.3090190062781835,0.135,0.075,0.665
CF2: Full US↔CN swap,1.720086494930057,1.254544432439661,0.18,0.055,0.755
CF2: Full US↔CN swap,2.830089363298647,1.9043566694711016,0.185,0.025,0.655
CF2: Full US↔CN swap,1.3560159160877938,0.9620584804790823,0.155,0.07,0.765
CF2: Full US↔CN swap,2.1903227958579023,0.7816854998919976,0.265,0.02,0.77
CF2: Full US↔CN swap,1.9660482496442198,1.8125202623697794,0.125,0.07,0.72
CF2: Full US↔CN swap,2.9304870968684673,2.5563124958569023,0.125,0.04,0.61
CF2: Full US↔CN swap,1.3254385260651633,1.6745233222956912,0.19,0.04,0.71
CF2: Full US↔CN swap,2.958130617190498,2.575957850152366,0.12,0.035,0.665
CF2: Full US↔CN swap,0.7282425687104889,2.2868472944634135,0.115,0.23,0.76
CF2: Full US↔CN swap,2.4461532423688084,2.992658796005023,0.075,0.085,0.61
CF2: Full US↔CN swap,2.5384782577604947,2.840839011748397,0.125,0.065,0.67
CF2: Full US↔CN swap,2.9034513066398904,0.8618791411144937,0.26,0.005,0.755
CF2: Full US↔CN swap,2.816124840550466,0.5795089358474382,0.25,0.0,0.78
CF2: Full US↔CN swap,2.1961340372677762,2.6252341139449937,0.075,0.07,0.63
CF2: Full US↔CN swap,1.4954763102683124,2.6418306086326533,0.09,0.16,0.675
CF2: Full US↔CN swap,2.1742269459708146,2.1302396227363545,0.115,0.04,0.62
CF2: Full US↔CN swap,1.9782987842851993,0.8681203368310709,0.225,0.02,0.765
CF2: Full US↔CN swap,2.9389937394420085,2.2174332929494893,0.135,0.02,0.655
CF2: Full US↔CN swap,2.6442538026771683,1.3432520167925706,0.17,0.02,0.785
CF2: Full US↔CN swap,0.8602140321257324,2.213487441322627,0.08,0.16,0.695
CF2: Full US↔CN swap,1.0355902285205103,2.3792336097511106,0.065,0.19,0.73
CF2: Full US↔CN swap,2.0449366082530456,2.7601442284536954,0.115,0.08,0.71
CF2: Full US↔CN swap,2.6958180183042995,1.3573560182496929,0.235,0.0,0.73
CF2: Full US↔CN swap,1.1225910818682547,0.5729362641507214,0.16,0.09,0.87
CF2: Full US↔CN swap,1.8333236195686813,0.533588710674274,0.195,0.04,0.73
CF2: Full US↔CN swap,1.737862302314676,1.3527031607834172,0.175,0.08,0.74
CF2: Full US↔CN swap,1.3195102756052275,2.6739974090584337,0.065,0.13,0.64
CF2: Full US↔CN swap,2.3845418745836238,2.1660335458929856,0.135,0.065,0.645
CF2: Full US↔CN swap,1.5981207369020327,1.931043459392955,0.155,0.125,0.685
CF2: Full US↔CN swap,2.014946746147592,1.264968308235815,0.16,0.045,0.725
CF2: Full US↔CN swap,2.526188592183885,0.7748034970702997,0.255,0.015,0.78
CF2: Full US↔CN swap,0.7380194243760475,0.5979971492220311,0.205,0.15,0.845
CF2: Full US↔CN swap,2.7865332283868818,1.233207393265899,0.25,0.015,0.72
CF2: Full US↔CN swap,0.6927553544271854,2.0621275553227676,0.115,0.165,0.735
CF2: Full US↔CN swap,2.1039167298532755,1.0226743202046016,0.195,0.015,0.755
CF2: Full US↔CN swap,2.9372521263680333,1.0793964739828625,0.235,0.025,0.775
CF2: Full US↔CN swap,1.5556133057573098,1.919257330308064,0.19,0.09,0.74
CF2: Full US↔CN swap,2.185582903706779,1.493029044215419,0.145,0.05,0.67
CF2: Full US↔CN swap,0.9774020655354207,1.572831360338124,0.16,0.165,0.77
CF2: Full US↔CN swap,1.6326684432405116,2.2124393523602626,0.105,0.085,0.71
CF2: Full US↔CN swap,2.8566050567898236,2.891768619941544,0.125,0.04,0.585
CF2: Full US↔CN swap,2.9085010582852524,1.6562073476487866,0.145,0.025,0.65
CF2: Full US↔CN swap,1.0268194418332282,1.8445579725073653,0.19,0.18,0.75
CF2: Full US↔CN swap,1.3291069708594159,1.708880730563466,0.17,0.135,0.72
CF2: Full US↔CN swap,1.9908982392183223,2.3167009249373285,0.165,0.095,0.72
CF2: Full US↔CN swap,1.9801886170135283,1.290303680018452,0.18,0.07,0.765
CF2: Full US↔CN swap,2.988578468173677,1.3931553436486415,0.205,0.02,0.675
CF2: Full US↔CN swap,2.9692937680637272,1.10414324674114,0.195,0.0,0.755
CF2: Full US↔CN swap,1.0873592167726618,2.5158255419932383,0.065,0.1,0.675
CF2: Full US↔CN swap,1.2843189935098884,0.548474487568597,0.165,0.08,0.795
CF2: Full US↔CN swap,1.473699344661918,2.942863556512097,0.05,0.125,0.665
CF2: Full US↔CN swap,0.5876340412581642,1.4074164853369138,0.16,0.205,0.785
CF2: Full US↔CN swap,1.806634314308621,2.0626209049139317,0.125,0.065,0.705
CF2: Full US↔CN swap,1.164020266880575,2.394684681304604,0.135,0.17,0.695
CF2: Full US↔CN swap,2.18644459376993,2.733406065624472,0.105,0.09,0.69
CF2: Full US↔CN swap,2.9114547258429444,1.5684728746633176,0.19,0.01,0.7
CF2: Full US↔CN swap,0.7973985517048985,0.9452656922108617,0.24,0.15,0.785
CF2: Full US↔CN swap,2.285220071761569,1.6253135983881992,0.195,0.02,0.72
CF2: Full US↔CN swap,1.8580538207197281,2.988270272400185,0.075,0.095,0.685
CF2: Full US↔CN swap,2.422575454553712,1.1864195667076989,0.15,0.02,0.72
CF2: Full US↔CN swap,2.948840773703496,1.2933124259549664,0.225,0.01,0.735
CF2: Full US↔CN swap,2.3981533309678427,1.4175686416666067,0.17,0.025,0.675
CF2: Full US↔CN swap,2.3168709414467807,1.6811554760208511,0.195,0.075,0.775
CF2: Full US↔CN swap,1.6935252186788459,1.4283868277334182,0.21,0.09,0.78
CF2: Full US↔CN swap,1.805968289746705,2.9406791306453015,0.095,0.12,0.725
CF2: Full US↔CN swap,0.9490605030200301,2.6786314884612836,0.08,0.15,0.73
CF2: Full US↔CN swap,0.53307457863302,0.9753838328018134,0.18,0.195,0.845
CF2: Full US↔CN swap,2.7027642563812893,2.7958260557732126,0.09,0.02,0.675
