vary_bloc,lam_value,cost_mult,success_rate,mean_coord_time,fm_US,fm_CN
US,3.56251729782113,1.4213579521866473,0.0,,0.0,0.0
US,0.6521627170447718,0.617798091515829,0.9066666666666666,3.8161764705882355,0.31333333333333335,0.04666666666666667
US,1.328607048865386,0.6992650909986542,0.9666666666666667,3.7448275862068967,0.2,0.1
US,2.4993142810997044,0.8995149108438308,0.9466666666666667,3.6901408450704225,0.06666666666666667,0.22
US,0.672389419746579,0.848336966151486,0.8333333333333334,4.28,0.20666666666666667,0.06666666666666667
US,2.3331353205117304,0.5220062834844592,0.9733333333333334,3.328767123287671,0.2733333333333333,0.14666666666666667
US,3.4171049382599588,0.4623542397581251,1.0,3.02,0.31333333333333335,0.16666666666666666
US,3.7369465415632175,0.5189357698958507,0.98,3.074829931972789,0.3,0.26
US,3.4525123305921346,1.4831837727131405,0.0,,0.0,0.0
US,3.9284973820530746,1.3624310563283124,0.0,,0.0,0.0
US,3.228171392699651,1.1709799311946574,0.7266666666666667,3.770642201834862,0.0,0.2733333333333333
US,3.2264872410234515,0.5614626500957766,0.9866666666666667,3.2972972972972974,0.26666666666666666,0.23333333333333334
US,2.3762381258167307,1.0170674442284975,0.88,3.856060606060606,0.08666666666666667,0.16666666666666666
US,3.5015025044289514,0.9553592387122192,0.9333333333333333,3.7928571428571427,0.013333333333333334,0.28
US,1.8478132363512372,1.1674759254845322,0.5533333333333333,4.0,0.06,0.08
US,1.4326216112529613,0.5677220931447483,0.9933333333333333,3.6912751677852347,0.30666666666666664,0.13333333333333333
US,2.1725704590831105,0.9002672423138621,0.9533333333333334,3.902097902097902,0.04666666666666667,0.17333333333333334
US,1.313994791851058,0.8410141721381537,0.92,4.1231884057971016,0.15333333333333332,0.12
US,1.7823735743918658,0.7929946772950547,0.9466666666666667,3.6971830985915495,0.15333333333333332,0.12666666666666668
US,1.8281242790442513,1.2228920145471345,0.3466666666666667,3.576923076923077,0.03333333333333333,0.1
US,1.5390676609994984,1.5386295120584088,0.02,7.0,0.0,0.0
US,3.7072180683836224,0.9770925139600944,0.9466666666666667,3.76056338028169,0.013333333333333334,0.38
US,1.6492642175164107,1.042521747796004,0.7266666666666667,3.8256880733944953,0.08666666666666667,0.11333333333333333
US,3.469961710707686,1.1831048086721225,0.6866666666666666,3.679611650485437,0.006666666666666667,0.2866666666666667
US,3.315371397814771,1.0392667312788884,0.9,3.6666666666666665,0.013333333333333334,0.25333333333333335
US,2.7152117024366724,0.7457867370189541,0.9733333333333334,3.6506849315068495,0.14,0.24666666666666667
US,3.0721260680860176,0.6428855117508621,0.9666666666666667,3.503448275862069,0.16666666666666666,0.13333333333333333
US,2.9317934508647436,1.4328628819910731,0.006666666666666667,5.0,0.0,0.0
US,0.9623599305554038,1.137255688650304,0.5866666666666667,4.1022727272727275,0.13333333333333333,0.04666666666666667
US,0.8328351188047711,1.2708587539257126,0.5533333333333333,4.024096385542169,0.14666666666666667,0.02666666666666667
US,0.7957262658823208,1.5231277872407514,0.34,4.333333333333333,0.1,0.006666666666666667
US,0.9809277551323076,1.5506562950908966,0.16666666666666666,3.96,0.07333333333333333,0.0
US,3.3030946162978383,1.112418405359625,0.7733333333333333,3.8706896551724137,0.006666666666666667,0.23333333333333334
US,3.239184366203414,1.3541378067797032,0.0,,0.0,0.0
US,3.811094719860656,0.7040600246070248,0.9933333333333333,3.295302013422819,0.1,0.3
US,2.5652656337540822,0.5140590370772815,0.98,3.4081632653061225,0.2733333333333333,0.19333333333333333
US,2.6565799500844247,0.6055495649113466,0.9866666666666667,3.2972972972972974,0.25333333333333335,0.18666666666666668
US,2.4773271401535464,1.08691661684062,0.82,3.861788617886179,0.006666666666666667,0.17333333333333334
US,2.1309480354342956,1.0271581306157476,0.86,3.89922480620155,0.02666666666666667,0.20666666666666667
US,3.1737318650230577,1.35909365981448,0.006666666666666667,5.0,0.0,0.0
US,2.2225362545140017,1.1195121298271349,0.7533333333333333,3.6814159292035398,0.04666666666666667,0.16666666666666666
US,3.759326824915356,0.5436803062013474,0.9733333333333334,3.1506849315068495,0.2,0.29333333333333333
